CUST_ID,GMM_Cluster,Customer_Type,Cluster_0_Prob,Cluster_1_Prob,Cluster_2_Prob
C10253,1.0,Installment-Focused,0.0003756400595584322,0.9996243575979896,2.3424519457061978e-09
C10254,1.0,Installment-Focused,2.302024224138803e-23,0.9999983688393311,1.631160668818734e-06
C10255,1.0,Installment-Focused,0.00011050756029756047,0.9998894608575093,3.158219354293533e-08
C10256,1.0,Installment-Focused,7.578828559511881e-26,0.9999977379034549,2.2620965454205794e-06
C10257,0.0,High Risk,0.9999999548297335,0.0,4.517026585630189e-08
C10258,1.0,Installment-Focused,0.0013715869049174163,0.9986283485243083,6.457077475523918e-08
C10259,0.0,High Risk,0.999998847793281,0.0,1.152206719478893e-06
C10260,1.0,Installment-Focused,8.605160407741875e-06,0.9999913708537711,2.398582090656305e-08
C10261,1.0,Installment-Focused,9.279622404298435e-18,0.9999985351518204,1.4648481797219936e-06
C10262,1.0,Installment-Focused,2.077718542963204e-135,0.9999999695514039,3.044859625822715e-08
C10263,0.0,High Risk,0.999999977509302,0.0,2.2490697739091534e-08
C10265,2.0,Low Engagement,5.880123289086181e-25,7.586151657387396e-41,1.0
C10266,1.0,Installment-Focused,4.194680474749782e-36,0.9999903495312263,9.650468773458005e-06
C10267,0.0,High Risk,0.9999689438958851,0.0,3.1056104115406145e-05
C10269,1.0,Installment-Focused,0.011740552506754003,0.9882583268429519,1.1206502949564766e-06
C10270,0.0,High Risk,0.9999998921696487,0.0,1.0783035119398294e-07
C10271,1.0,Installment-Focused,0.0003893855853171794,0.9996105176511669,9.676351599879594e-08
C10272,0.0,High Risk,0.999998240969166,3.4571282e-316,1.7590308344164093e-06
C10273,0.0,High Risk,0.9999972908158695,1.2836e-320,2.7091841313449707e-06
C10274,0.0,High Risk,0.9999997144401983,0.0,2.8555980276115047e-07
C10275,1.0,Installment-Focused,4.033187450249728e-06,0.9999959454023892,2.141016069938726e-08
C10276,1.0,Installment-Focused,6.325796112329858e-05,0.999936117621581,6.244172964169514e-07
C10277,1.0,Installment-Focused,0.00013917523203116371,0.9998608165220743,8.245894794625172e-09
C10278,1.0,Installment-Focused,0.00020709384689370086,0.9997928779890171,2.8164089244748832e-08
C10279,1.0,Installment-Focused,2.2357741106875692e-07,0.9999996575990844,1.1882350486084082e-07
C10280,0.0,High Risk,0.99999575064206,0.0,4.249357939814296e-06
C10281,2.0,Low Engagement,1.1403528534224262e-96,0.0,1.0
C10282,0.0,High Risk,0.9999990964226969,0.0,9.035773033701464e-07
C10283,1.0,Installment-Focused,7.223041348872226e-114,0.9999999266462449,7.335375545747933e-08
C10284,1.0,Installment-Focused,9.964660576541417e-06,0.9999900278367949,7.50262850517619e-09
C10285,0.0,High Risk,0.9999999726022842,0.0,2.7397715545792684e-08
C10286,1.0,Installment-Focused,1.0166647806137835e-57,0.9999997601488925,2.3985110837471575e-07
C10287,0.0,High Risk,0.999999688470005,0.0,3.1152999478493825e-07
C10288,2.0,Low Engagement,1.3131365793537773e-17,1.9670711089056176e-15,0.9999999999999964
C10289,1.0,Installment-Focused,9.984774199718694e-11,0.9999988848264288,1.1150737239502238e-06
C10290,0.0,High Risk,0.9999980957742551,0.0,1.9042257453081316e-06
C10291,1.0,Installment-Focused,0.00024181460242620836,0.9997581820042128,3.3933608127133837e-09
C10292,0.0,High Risk,0.9999662856529894,0.0,3.371434701008011e-05
C10293,1.0,Installment-Focused,4.8214426503502345e-05,0.9999517238055227,6.176797380434726e-08
C10294,1.0,Installment-Focused,0.0003110576361610572,0.9996889318920661,1.0471772928396672e-08
C10295,0.0,High Risk,0.9999894804753715,0.0,1.0519524629090176e-05
C10296,0.0,High Risk,0.9999998576294645,0.0,1.4237053530907013e-07
C10297,0.0,High Risk,0.999999984946153,0.0,1.505384696736291e-08
C10298,0.0,High Risk,0.9999985236722759,0.0,1.476327724301465e-06
C10299,1.0,Installment-Focused,4.084087401497526e-16,0.9999995895729831,4.104270167542317e-07
C10300,0.0,High Risk,0.9999999586569652,0.0,4.1343034758026764e-08
C10301,1.0,Installment-Focused,1.4927046135212886e-129,0.9999999690290617,3.0970938361336447e-08
C10302,0.0,High Risk,0.9999995419228674,0.0,4.580771321286971e-07
C10303,1.0,Installment-Focused,0.0023609827114364,0.9976389915568383,2.5731724865921613e-08
C10304,0.0,High Risk,0.9999994238291093,0.0,5.761708910220506e-07
C10305,1.0,Installment-Focused,3.016930414485501e-24,0.9999999418869135,5.8113086402285725e-08
C10306,1.0,Installment-Focused,2.075965258894521e-96,0.9999998200405804,1.799594195653716e-07
C10307,0.0,High Risk,0.9999985939768975,0.0,1.4060231021498862e-06
C10308,0.0,High Risk,0.9999999851293317,0.0,1.4870668044399943e-08
C10309,1.0,Installment-Focused,0.0006046382579840931,0.9993953587735562,2.9684596900370527e-09
C10310,2.0,Low Engagement,5.752467454952459e-75,0.0,1.0
C10311,0.0,High Risk,0.9999987356567209,0.0,1.2643432787828736e-06
C10312,1.0,Installment-Focused,0.0011349985968503388,0.9988649672161874,3.418696198268104e-08
C10313,0.0,High Risk,0.9999999309364297,0.0,6.906357103060851e-08
C10314,1.0,Installment-Focused,0.0017759048349287026,0.9982239446425188,1.505225527821016e-07
C10315,0.0,High Risk,0.9999999558356977,0.0,4.416430217317163e-08
C10316,1.0,Installment-Focused,1.0063079022165222e-116,0.9999999640483319,3.595166823428726e-08
C10317,1.0,Installment-Focused,5.42496084277381e-99,0.999999943717502,5.6282497858745756e-08
C10318,1.0,Installment-Focused,4.217933128709151e-104,0.9999992802225469,7.197774530103922e-07
C10319,0.0,High Risk,0.9999996450452276,0.0,3.5495477247218274e-07
C10320,2.0,Low Engagement,1.6634824102681152e-08,5.9328958893945514e-05,0.9999406544062804
C10321,1.0,Installment-Focused,7.184997667097552e-145,0.9999998423514764,1.5764852333525096e-07
C10322,0.0,High Risk,0.999999867751498,0.0,1.3224850199608663e-07
C10323,2.0,Low Engagement,6.978099500728175e-18,1.1099162037054985e-12,0.9999999999988916
C10324,0.0,High Risk,0.9999999341430459,0.0,6.585695376422177e-08
C10325,0.0,High Risk,0.9999999388578918,0.0,6.114210858516897e-08
C10326,0.0,High Risk,0.9999676555456181,0.0,3.2344454381682624e-05
C10327,0.0,High Risk,0.9999996582306296,0.0,3.4176936947795614e-07
C10328,1.0,Installment-Focused,0.0026561487000091167,0.997343721111788,1.3018820277309157e-07
C10329,1.0,Installment-Focused,2.2642191403950292e-23,0.9999996634394648,3.3656053485334183e-07
C10330,2.0,Low Engagement,3.409322165129442e-28,0.4318271847576014,0.5681728152423985
C10331,0.0,High Risk,0.9999998679782658,0.0,1.3202173457737562e-07
C10332,0.0,High Risk,0.9999999424092144,0.0,5.7590785958312626e-08
C10333,0.0,High Risk,0.9999999551066195,0.0,4.489338076109358e-08
C10334,1.0,Installment-Focused,0.0004257533538393274,0.9995742425211617,4.1249988105164874e-09
C10335,0.0,High Risk,0.9999993834192455,0.0,6.165807540618684e-07
C10336,1.0,Installment-Focused,3.6727359654128727e-17,0.9999999401771382,5.982286177473428e-08
C10337,1.0,Installment-Focused,0.00011126994111908516,0.999888679349634,5.0709246165466245e-08
C10338,0.0,High Risk,0.9999979252864072,0.0,2.074713592438799e-06
C10339,0.0,High Risk,0.9999997846654277,0.0,2.1533457232294314e-07
